epoch,binary_accuracy,boundary_loss,dice_coef,iou,loss,val_binary_accuracy,val_boundary_loss,val_dice_coef,val_iou,val_loss,learning_rate
1,0.8570360541343689,0.258709579706192,0.49787792563438416,0.3544069528579712,0.7666639685630798,0.9364973902702332,0.1763855516910553,0.49995124340057373,0.34932729601860046,0.7595003843307495,9.999999747378752e-05
2,0.9351263046264648,0.22200222313404083,0.6574867963790894,0.4984776973724365,0.43389928340911865,0.9128145575523376,0.2626512050628662,0.6479660272598267,0.4912607967853546,0.45562779903411865,9.999999747378752e-05
3,0.9544556736946106,0.22467197477817535,0.7536337375640869,0.6107896566390991,0.2886929512023926,0.9628981351852417,0.21812359988689423,0.7903459668159485,0.658409595489502,0.2447889745235443,9.999999747378752e-05
4,0.9610220789909363,0.21982431411743164,0.7857432961463928,0.652635931968689,0.2456825226545334,0.9646080732345581,0.21620410680770874,0.7913714647293091,0.6584112048149109,0.241133913397789,9.999999747378752e-05
5,0.9623672366142273,0.21873272955417633,0.7937310338020325,0.6624733209609985,0.2344845086336136,0.9644451141357422,0.19499558210372925,0.8020377159118652,0.675944447517395,0.23120197653770447,9.999999747378752e-05
6,0.9633272886276245,0.2111770361661911,0.8000074625015259,0.671675980091095,0.227125883102417,0.9645977020263672,0.226080983877182,0.8094484806060791,0.68792325258255,0.2219959944486618,9.999999747378752e-05
7,0.9658366441726685,0.21519885957241058,0.8120487332344055,0.6874690055847168,0.21076208353042603,0.9672095775604248,0.2139834463596344,0.8112155199050903,0.6868064999580383,0.21424980461597443,9.999999747378752e-05
8,0.9676108956336975,0.2086823284626007,0.8204452395439148,0.6989464163780212,0.19995106756687164,0.9659008383750916,0.22090621292591095,0.8134806156158447,0.692354142665863,0.2123454362154007,9.999999747378752e-05
9,0.9699046015739441,0.20641538500785828,0.8331156373023987,0.7175167798995972,0.18469592928886414,0.9699434638023376,0.20747509598731995,0.8241324424743652,0.7037888169288635,0.1956227868795395,9.999999747378752e-05
10,0.9707400798797607,0.20326729118824005,0.835590660572052,0.7209293246269226,0.18151158094406128,0.9715390801429749,0.2037215381860733,0.83238685131073,0.7161564826965332,0.1860778033733368,9.999999747378752e-05
11,0.9718461036682129,0.20690591633319855,0.8418567776679993,0.729810893535614,0.1737450510263443,0.9701270461082458,0.2194766402244568,0.8335411548614502,0.7195770740509033,0.18720300495624542,9.999999747378752e-05
12,0.971686840057373,0.20879606902599335,0.8405648469924927,0.7282790541648865,0.17562857270240784,0.9730553030967712,0.2098972350358963,0.8451939821243286,0.7356780767440796,0.1711450219154358,9.999999747378752e-05
13,0.9729149341583252,0.20955790579319,0.8473200798034668,0.7382717132568359,0.16752880811691284,0.9730701446533203,0.21116994321346283,0.8489789366722107,0.7423284649848938,0.16824032366275787,9.999999747378752e-05
14,0.9728417992591858,0.2102079689502716,0.847790002822876,0.7382707595825195,0.16647353768348694,0.9723379015922546,0.2151942402124405,0.8401338458061218,0.7272906303405762,0.17672942578792572,9.999999747378752e-05
15,0.9739101529121399,0.21007218956947327,0.8525866270065308,0.7461922764778137,0.16132023930549622,0.9715670347213745,0.2132933884859085,0.8364101648330688,0.7224085927009583,0.18047760426998138,9.999999747378752e-05
16,0.9737077951431274,0.21099549531936646,0.8522255420684814,0.7445579171180725,0.16097958385944366,0.9743349552154541,0.20860455930233002,0.8494902849197388,0.7417319416999817,0.16448338329792023,9.999999747378752e-05
17,0.974532425403595,0.20663003623485565,0.8571237325668335,0.7528378367424011,0.15572518110275269,0.9723668098449707,0.203506737947464,0.8268733024597168,0.708683431148529,0.18828099966049194,9.999999747378752e-05
18,0.9755669236183167,0.2066469043493271,0.861842691898346,0.7599478960037231,0.15009275078773499,0.971974790096283,0.2034771591424942,0.8250645995140076,0.7059973478317261,0.1917492002248764,9.999999747378752e-05
19,0.974139928817749,0.20873703062534332,0.8545575141906738,0.7489559650421143,0.15875646471977234,0.9763444066047668,0.20518778264522552,0.8602274060249329,0.757800817489624,0.15149079263210297,9.999999747378752e-05
20,0.9754128456115723,0.20610691606998444,0.8612234592437744,0.7588270902633667,0.15074922144412994,0.9752373099327087,0.20340456068515778,0.8554307818412781,0.7506766319274902,0.15816359221935272,9.999999747378752e-05
21,0.975440502166748,0.2075905054807663,0.8605142831802368,0.7574305534362793,0.1513536423444748,0.9755077362060547,0.2083268016576767,0.8570988178253174,0.7539887428283691,0.15600541234016418,9.999999747378752e-05
22,0.9766187071800232,0.2071090191602707,0.8687387704849243,0.7698096036911011,0.14164742827415466,0.9748279452323914,0.21707817912101746,0.8589726686477661,0.756862998008728,0.1547047197818756,9.999999747378752e-05
23,0.9766970276832581,0.20675554871559143,0.8685874938964844,0.7697705030441284,0.14189858734607697,0.9766453504562378,0.20609965920448303,0.8587524890899658,0.755429208278656,0.14980748295783997,9.999999747378752e-05
24,0.9763767123222351,0.20915080606937408,0.8675041198730469,0.7682569622993469,0.14325223863124847,0.9766636490821838,0.20951882004737854,0.8615556359291077,0.7597989439964294,0.14887100458145142,9.999999747378752e-05
25,0.9761841893196106,0.20763413608074188,0.8660835027694702,0.7668228149414062,0.14549057185649872,0.9749828577041626,0.21153336763381958,0.8559598326683044,0.7511342167854309,0.15486758947372437,9.999999747378752e-05
26,0.9770647287368774,0.20773179829120636,0.8704702258110046,0.772967517375946,0.13991442322731018,0.9767103791236877,0.2094719558954239,0.8597021698951721,0.7568684816360474,0.14965654909610748,9.999999747378752e-05
27,0.977776825428009,0.20633581280708313,0.8737472295761108,0.7779402136802673,0.1360391229391098,0.9776634573936462,0.20455795526504517,0.8647781610488892,0.7645047307014465,0.14424125850200653,9.999999747378752e-05
28,0.9778867363929749,0.20496852695941925,0.8743633031845093,0.7787626385688782,0.1352633833885193,0.9760702252388,0.2085973471403122,0.8505327105522156,0.7435761094093323,0.1570439636707306,9.999999747378752e-05
29,0.978797972202301,0.2026194930076599,0.8782492876052856,0.7850742936134338,0.13086043298244476,0.9786376953125,0.21033136546611786,0.8738558292388916,0.7792708873748779,0.13379636406898499,9.999999747378752e-05
30,0.9790868759155273,0.20365361869335175,0.8826358914375305,0.7919366955757141,0.12579454481601715,0.9778895378112793,0.2078743278980255,0.8653157353401184,0.7654375433921814,0.14304129779338837,9.999999747378752e-05
31,0.9785494804382324,0.2045566439628601,0.877890408039093,0.7844346761703491,0.13125695288181305,0.9780982136726379,0.2071494460105896,0.8682511448860168,0.7707664966583252,0.14010153710842133,9.999999747378752e-05
32,0.9782076478004456,0.20632533729076385,0.87555330991745,0.7812384963035583,0.13424965739250183,0.9771970510482788,0.20893830060958862,0.8644909858703613,0.7646883130073547,0.14463497698307037,9.999999747378752e-05
33,0.9789004921913147,0.2053367793560028,0.8805036544799805,0.7883749604225159,0.12815938889980316,0.9765491485595703,0.20701293647289276,0.8489994406700134,0.7412963509559631,0.15631753206253052,9.999999747378752e-05
34,0.9799533486366272,0.20269961655139923,0.8865575194358826,0.7980582118034363,0.12128490954637527,0.9784031510353088,0.202445849776268,0.8652158975601196,0.7668964266777039,0.14145967364311218,4.999999873689376e-05
35,0.9801086187362671,0.20276424288749695,0.8878576159477234,0.7999505400657654,0.11970259994268417,0.9793731570243835,0.20217189192771912,0.8748272657394409,0.7804251313209534,0.1314762532711029,4.999999873689376e-05
36,0.9805597066879272,0.20146924257278442,0.8897979259490967,0.8030902743339539,0.11751720309257507,0.979017972946167,0.20282986760139465,0.8728017807006836,0.7775380611419678,0.13340488076210022,4.999999873689376e-05
37,0.9813632965087891,0.19781279563903809,0.8926724195480347,0.8083657026290894,0.11460769176483154,0.9795027375221252,0.2001509815454483,0.8734723329544067,0.7785957455635071,0.13244618475437164,4.999999873689376e-05
38,0.9815044403076172,0.19823551177978516,0.8943354487419128,0.8109203577041626,0.11265921592712402,0.9794191718101501,0.20184485614299774,0.8713099956512451,0.775388240814209,0.13449415564537048,4.999999873689376e-05
39,0.9819688200950623,0.19821566343307495,0.8959867358207703,0.8133746385574341,0.11066218465566635,0.9796006679534912,0.20225951075553894,0.8724399209022522,0.7778555750846863,0.13122381269931793,4.999999873689376e-05
40,0.9816585183143616,0.19842863082885742,0.8960630893707275,0.8131880760192871,0.11040226370096207,0.9803236722946167,0.20078878104686737,0.8780157566070557,0.786324679851532,0.12643568217754364,4.999999873689376e-05
41,0.9816749095916748,0.19771520793437958,0.895526111125946,0.8123515248298645,0.11102834343910217,0.9800553321838379,0.20169349014759064,0.8762943744659424,0.7834643125534058,0.12866607308387756,4.999999873689376e-05
42,0.9822233319282532,0.19595222175121307,0.8994118571281433,0.818389356136322,0.10650274902582169,0.9790396094322205,0.20178890228271484,0.871350884437561,0.775800883769989,0.13501477241516113,4.999999873689376e-05
43,0.9824291467666626,0.19463016092777252,0.8996829986572266,0.819252610206604,0.10642557591199875,0.9799982905387878,0.20121997594833374,0.8787540197372437,0.7870122790336609,0.12714925408363342,4.999999873689376e-05
44,0.9829296469688416,0.19376640021800995,0.9023233652114868,0.8234630227088928,0.10339373350143433,0.9798647165298462,0.19562797248363495,0.8746150135993958,0.7811839580535889,0.13070082664489746,4.999999873689376e-05
45,0.9832925796508789,0.19182290136814117,0.9041611552238464,0.8264453411102295,0.10132743418216705,0.9801943302154541,0.19861020147800446,0.8771671056747437,0.7851914763450623,0.1271071583032608,2.499999936844688e-05
46,0.9837027788162231,0.19106152653694153,0.9056566953659058,0.8290392756462097,0.09970927238464355,0.9800004363059998,0.19534792006015778,0.872978925704956,0.7790974378585815,0.13076168298721313,2.499999936844688e-05
47,0.9842563271522522,0.18667519092559814,0.9092136025428772,0.8350576758384705,0.09579693526029587,0.9798738956451416,0.19479529559612274,0.8742252588272095,0.7804679870605469,0.13099966943264008,2.499999936844688e-05
48,0.9841346144676208,0.18865694105625153,0.910103440284729,0.8361920714378357,0.09465893357992172,0.9796903133392334,0.1955540031194687,0.873622477054596,0.7796101570129395,0.1319877803325653,2.499999936844688e-05
49,0.9846931099891663,0.18633410334587097,0.912164568901062,0.8396617770195007,0.09239373356103897,0.9800337553024292,0.1970573365688324,0.875504732131958,0.7827388644218445,0.12894320487976074,1.249999968422344e-05
50,0.9843258261680603,0.18859653174877167,0.9107143878936768,0.8372869491577148,0.09403324127197266,0.9798365831375122,0.19452349841594696,0.8707409501075745,0.7759301066398621,0.13232316076755524,1.249999968422344e-05
51,0.9845300316810608,0.1865788847208023,0.9113292694091797,0.8386363983154297,0.09351082891225815,0.979954183101654,0.1954071968793869,0.8704671263694763,0.7755882740020752,0.13262994587421417,1.249999968422344e-05
52,0.9848642349243164,0.18670599162578583,0.9131454229354858,0.841509997844696,0.0914398580789566,0.9803867936134338,0.19416630268096924,0.8773390650749207,0.7856244444847107,0.12723062932491302,1.249999968422344e-05
53,0.9850170612335205,0.18498487770557404,0.9144904613494873,0.8436450958251953,0.08986279368400574,0.9804908037185669,0.19293786585330963,0.8772718906402588,0.7856087684631348,0.1269950121641159,6.24999984211172e-06
