epoch,binary_accuracy,boundary_loss,dice_coef,iou,loss,val_binary_accuracy,val_boundary_loss,val_dice_coef,val_iou,val_loss,learning_rate
1,0.7844865918159485,0.39160120487213135,0.6822137832641602,0.5474929809570312,0.40977805852890015,0.8924896121025085,0.3208639919757843,0.7523609399795532,0.6183778643608093,0.2997482717037201,9.999999747378752e-05
2,0.9361009001731873,0.3501533269882202,0.8741390109062195,0.7814620733261108,0.1370193213224411,0.9616851806640625,0.3210098147392273,0.9198084473609924,0.8531383275985718,0.08536015450954437,9.999999747378752e-05
3,0.9556251764297485,0.3380308151245117,0.9089392423629761,0.8346818685531616,0.0960686206817627,0.9619330763816833,0.31996431946754456,0.9183180332183838,0.8505033254623413,0.0871124416589737,9.999999747378752e-05
4,0.9646040201187134,0.328113317489624,0.9261404275894165,0.8634878993034363,0.07705123722553253,0.9652275443077087,0.32230666279792786,0.925773561000824,0.8630092144012451,0.07892300188541412,9.999999747378752e-05
5,0.9672747254371643,0.32131457328796387,0.9322529435157776,0.8738889098167419,0.07039870321750641,0.9697636365890503,0.3174986243247986,0.9359191060066223,0.8803412914276123,0.06753809750080109,9.999999747378752e-05
6,0.9694222807884216,0.3168617784976959,0.9367168545722961,0.8816520571708679,0.06558280438184738,0.9707651138305664,0.3154081702232361,0.9382853507995605,0.8844983577728271,0.0652354434132576,9.999999747378752e-05
7,0.9719245433807373,0.31308597326278687,0.94200599193573,0.8909380435943604,0.05989101529121399,0.9707751870155334,0.3145155906677246,0.9375797510147095,0.8834348917007446,0.06611137837171555,9.999999747378752e-05
8,0.9735036492347717,0.3085654675960541,0.9450667500495911,0.8964138031005859,0.056638844311237335,0.9652092456817627,0.33298373222351074,0.9245404601097107,0.8606625199317932,0.08038134127855301,9.999999747378752e-05
9,0.9743669629096985,0.3083553612232208,0.9469529986381531,0.899740993976593,0.05462048575282097,0.9729611873626709,0.3096286654472351,0.9427926540374756,0.8926438093185425,0.06029786914587021,9.999999747378752e-05
10,0.9752151370048523,0.30296948552131653,0.9486086964607239,0.9028741717338562,0.05293944478034973,0.9737415313720703,0.30649128556251526,0.9448615908622742,0.8962348103523254,0.05830533802509308,9.999999747378752e-05
11,0.9758420586585999,0.3005409240722656,0.9498611688613892,0.904983401298523,0.051556795835494995,0.9751063585281372,0.3028765916824341,0.9469248652458191,0.9002050757408142,0.05593552812933922,9.999999747378752e-05
12,0.9762006402015686,0.29964104294776917,0.9507205486297607,0.9066357612609863,0.05069083347916603,0.9758540391921997,0.3024005591869354,0.9488844275474548,0.9035767912864685,0.05376552790403366,9.999999747378752e-05
13,0.9769465327262878,0.3006911873817444,0.9523768424987793,0.9095191359519958,0.04890579357743263,0.9758127331733704,0.30438095331192017,0.9493143558502197,0.9041274785995483,0.05337360128760338,9.999999747378752e-05
14,0.9773411154747009,0.2960064113140106,0.952908456325531,0.9104910492897034,0.0483398400247097,0.9781519770622253,0.29192137718200684,0.9541645050048828,0.9131496548652649,0.0480809211730957,9.999999747378752e-05
15,0.9779176115989685,0.29826515913009644,0.9541084170341492,0.9126451015472412,0.04708152264356613,0.9774395227432251,0.30128976702690125,0.9528127312660217,0.9103748202323914,0.04943125322461128,9.999999747378752e-05
16,0.9777374267578125,0.29878538846969604,0.9540061354637146,0.9124330878257751,0.047183435410261154,0.9766780138015747,0.3042053282260895,0.950687050819397,0.9065651893615723,0.05161232501268387,9.999999747378752e-05
17,0.9774208068847656,0.2979036569595337,0.953177273273468,0.9109737277030945,0.04806620627641678,0.9752899408340454,0.3153451383113861,0.9469103217124939,0.8998957872390747,0.05562683939933777,9.999999747378752e-05
